id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
226,0.0030952792,0.0031233795,0.003569835,0.032299392,0.006058413,0.00088217255,0.007279066,0.0024138275,0.0074085062,0.011137168,0.015474053,0.0053554983,0.00430244,0.0044432455,0.0042992183,0.00034980188,0.0053516165,0.0032741562,0.00045970944,0.0075262515,0.001877559,0.007999331,0.078510895,0.0023627367,0.009290085,0.007143193,0.022561379,0.0008002709,0.0037387253,0.001582276,0.0013814287,0.0020596227,0.0096460655,0.004145404,0.010471879,0.0018464248,0.0027151378,0.004454992,0.007603289,0.025837457,0.008897268,0.01028662,0.0054138894,0.034031525,0.008890992,0.008329327,0.027268976,0.0059006168,0.0022196197,0.0063438527,0.004965394,0.019908609,0.0037393705,0.043873075,0.0029271683,0.00916514,0.008470531,0.012095264,0.022521203,0.0124127865,0.0076561277,0.007503277,0.005080055,0.016936427,0.0027904024,0.0018463562,0.0016051803,0.018177627,0.0108743515,0.0048778006,0.019495822,0.011005295,0.007045187,0.0006556788,0.013931683,0.016971737,0.0011648855,0.004906008,0.007507647,0.061108537,0.010490533,0.008321787,0.0062198495,0.0035726365,0.005830007,0.011104965,0.007811821,0.01005835,0.00067216007,0.012128301,0.0019753252,0.0040349783,0.010590698,0.0017511476,0.0057337545,0.019748487,0.0150631275,0.0024222452,0.049537305
229,0.0023700714,0.008038615,0.0038676483,0.004606491,0.002686811,0.0007792212,0.002889066,0.0106220525,0.0026669318,0.05703362,0.019252855,0.00644825,0.008079833,0.031928726,0.008369116,0.00080108584,0.0010915587,0.0070903474,0.0039684474,0.004301271,0.00094387477,0.033872295,0.01999314,0.00095890183,0.0014354155,0.044030353,0.013193586,0.00059859536,0.009497472,0.0027141394,0.0020823053,0.0061356607,0.0065840282,0.00090625713,0.0025305257,0.0022341053,0.0010948178,0.008203356,0.009924648,0.0022541485,0.0122574,0.003640151,0.0016117599,0.0057281186,0.024529478,0.0061658034,0.005831127,0.0007149161,0.00028165863,0.015534158,0.00596492,0.062389273,0.005569541,0.016777234,0.004521322,0.0037343344,0.00910558,0.0639485,0.00926836,0.0012072992,0.0047112624,0.0019231415,0.02312801,0.0005172569,0.0028322334,0.0047222464,0.0038442076,0.010765911,0.016659647,0.013070294,0.0049908073,0.025776308,0.026936565,0.008352227,0.019826377,0.004210414,0.00013864035,0.0011537512,0.0026115044,0.0016437576,0.026515622,0.012130369,0.013901709,0.0024566716,0.0025069371,0.006525658,0.0010645674,0.0036113798,0.0005485931,0.0066378885,0.0010539584,0.04243916,0.0025043772,0.001255186,0.016270434,0.020719571,0.013713148,0.004061043,0.02940856
230,0.008462106,0.036118288,0.014032871,0.0011719444,0.005846569,0.0064745895,0.0074904514,0.008001721,0.005287662,0.01681411,0.003343493,0.0020627955,0.0039334353,0.013275958,0.0016588942,0.0011647977,0.0016612968,0.0047820746,0.0016701259,0.010784465,0.0018842533,0.0069791423,0.014718824,0.0007711574,0.0013121964,0.0152710425,0.012690547,0.0009846853,0.008936557,0.019563233,0.0021084552,0.017544884,0.020986846,0.0018439393,0.00385567,0.002039681,0.0059304154,0.0044198036,0.1576444,0.0039445297,0.008083967,0.0041256254,0.007030587,0.009324747,0.017332556,0.017894808,0.007677955,0.0023086972,0.00038362024,0.0033625192,0.020506352,0.017734088,0.004398127,0.007827293,0.019729394,0.0025441316,0.0057416614,0.009095519,0.050661255,0.004545455,0.004700503,0.0060392213,0.0136411125,0.0010783421,0.007892921,0.0021527684,0.039786305,0.016625898,0.025967158,0.017411502,0.022602808,0.004703441,0.014252597,0.006854472,0.015679764,0.0064097624,0.0008603038,0.0014231394,0.0009465278,0.0038101252,0.01654635,0.003962201,0.014091383,0.0018457699,0.0014265677,0.0019207007,0.0010168488,0.00269825,0.0016969856,0.0042205774,0.0073148543,0.0062245494,0.0007699251,0.009166332,0.0032784934,0.006857287,0.008417433,0.0063076466,0.01162298
232,0.0024379382,0.0073797503,0.004163466,0.0056602047,0.004134571,0.0013842044,0.0056929463,0.018253256,0.0069103516,0.054724373,0.008521894,0.0072425315,0.003709152,0.010408508,0.0077297245,0.0015448096,0.0011056345,0.0037710888,0.003590866,0.008059048,0.0012510899,0.023345055,0.02404459,0.0015722915,0.001332871,0.026281131,0.016416652,0.0015479301,0.011838716,0.0042516775,0.0044221776,0.005425085,0.026013141,0.0011364978,0.003430575,0.0049688607,0.0029528511,0.01247696,0.014773689,0.0032786904,0.007671117,0.008943511,0.002083206,0.005147131,0.0139515065,0.010078978,0.010706371,0.0021178413,0.0007458124,0.0068536224,0.00624154,0.029788513,0.0042620725,0.01697741,0.0074601104,0.005585011,0.011611417,0.03492137,0.011536364,0.0028810613,0.0056436276,0.00521653,0.02151701,0.0010526621,0.004332533,0.0028676398,0.006658358,0.015443947,0.022194708,0.021141412,0.0062662987,0.010300244,0.020780142,0.0060031344,0.021385543,0.008158023,0.000718123,0.0019438282,0.0036291778,0.0032541063,0.038642943,0.015403576,0.033620805,0.004461396,0.0014363652,0.0052004103,0.0020225605,0.006050104,0.00078144326,0.005366556,0.001810879,0.011777192,0.0035657573,0.0021524364,0.043571092,0.021893574,0.020402234,0.011822792,0.024762023
234,0.002308501,0.007361635,0.0028608064,0.0062021753,0.00953799,0.0011237235,0.0030920764,0.014386647,0.008472875,0.11247844,0.0075750276,0.007199373,0.0020656502,0.0071609225,0.0066365856,0.00083964417,0.0023583395,0.00407006,0.0013790546,0.010390325,0.00064075965,0.01469445,0.029827844,0.0019591814,0.0006875643,0.027573057,0.020719238,0.00025425642,0.0067973393,0.0024642297,0.0018007031,0.0060866126,0.009887869,0.001022286,0.0053706183,0.0022809033,0.0022467568,0.008263161,0.01284433,0.0019722176,0.005439216,0.007029477,0.0010101611,0.0067969263,0.018322796,0.0078942645,0.007161266,0.000727393,0.00026330136,0.011899917,0.014322306,0.018577226,0.0033465878,0.030871663,0.007873485,0.003338859,0.0118071735,0.04316295,0.0207846,0.0015028107,0.00349218,0.004982525,0.013231061,0.0010386867,0.0039880015,0.0019695007,0.0044867434,0.020340802,0.011443204,0.01260992,0.014368612,0.0243376,0.02139149,0.002284404,0.062357012,0.002724228,0.000327767,0.0011742412,0.002887667,0.0034177548,0.044893183,0.011817281,0.013612676,0.0062820795,0.0014549781,0.008072173,0.0012288976,0.0034649682,0.0006664228,0.005083703,0.0012406835,0.016126543,0.004086943,0.0011010154,0.010871778,0.026514428,0.01272214,0.0045370013,0.016344074
236,0.004302943,0.00831596,0.007858957,0.0040189624,0.002747723,0.0009241092,0.005689269,0.023354199,0.004664787,0.022027558,0.03524156,0.0065531246,0.009437726,0.02357546,0.0017744241,0.0013852282,0.00097520894,0.0020648916,0.0016605436,0.0074254526,0.002110485,0.015640907,0.008810966,0.0010584713,0.0026429903,0.03567694,0.0170872,0.0013125625,0.102483585,0.0036194583,0.002189127,0.006768314,0.025161078,0.00145329,0.0027173075,0.0018439825,0.0022810537,0.0038715673,0.014361498,0.001465486,0.010201049,0.0045821476,0.0046122354,0.0039399453,0.0076617138,0.0058668717,0.0022923085,0.0013920722,0.0006523503,0.0041442052,0.010907789,0.01799081,0.0037223722,0.006661292,0.0060223555,0.0015196949,0.0074152146,0.032727506,0.007062836,0.0017664548,0.004461231,0.003907878,0.09343777,0.00034698492,0.0040409695,0.005755468,0.013716638,0.00758826,0.015165978,0.03843962,0.004179787,0.009146622,0.008444829,0.011063446,0.008675755,0.002384962,0.0023094602,0.006320082,0.0034066043,0.0060710423,0.011217342,0.030035457,0.011305695,0.002758718,0.0014365717,0.0022862807,0.0015173763,0.003803359,0.0012603418,0.0039813537,0.001875991,0.007714599,0.0013725385,0.0031983473,0.008696856,0.02025501,0.011546659,0.006842773,0.052335795
244,0.002951234,0.0017461675,0.006542203,0.0071476647,0.0036068955,0.00068798754,0.0010344224,0.007107667,0.006993084,0.014135205,0.0063074864,0.016312048,0.0023109477,0.005844688,0.0018089067,0.00069262873,0.00085254485,0.0035667315,0.0025079937,0.004630037,0.0022608694,0.043944374,0.011711028,0.002627402,0.00088629045,0.037984047,0.019576948,0.00089409866,0.020310624,0.0029388194,0.0035422484,0.014245451,0.037228905,0.0014542358,0.003148073,0.0010298111,0.0028401853,0.03277997,0.0058199936,0.0034551588,0.036267072,0.105415344,0.0012493824,0.010862602,0.010878669,0.015627092,0.0121285515,0.0006668134,0.0016819879,0.0074632475,0.0034031798,0.026025789,0.0075879283,0.054987837,0.009230702,0.00355975,0.01731834,0.016266346,0.0085939085,0.0029951052,0.015032473,0.008670108,0.0064341146,0.002578288,0.007575855,0.004435493,0.0019668136,0.0376662,0.0070795952,0.008752309,0.004013391,0.009201757,0.0067206104,0.0020869307,0.0043835817,0.004263317,0.00045779068,0.0012290229,0.001789539,0.0022851236,0.009558774,0.029538298,0.013711801,0.008259693,0.00272261,0.0014950761,0.0037677663,0.0031295568,0.0018818132,0.005617064,0.0005963208,0.0040937266,0.00067405455,0.00078135193,0.008439941,0.01647977,0.023885746,0.0034470805,0.027622523
250,0.002492793,0.0041056145,0.0028441253,0.0028530583,0.005721598,0.00062369293,0.001962424,0.017464822,0.0031960844,0.046500493,0.020456776,0.022804668,0.0034918752,0.006513834,0.012426162,0.0006767811,0.00086648384,0.005927647,0.001619951,0.002706421,0.001198262,0.021704178,0.022077378,0.00046438514,0.0025329918,0.019253839,0.011112067,0.000809088,0.0043283473,0.0034483839,0.0037349544,0.0021697627,0.005847071,0.0016706119,0.0034077119,0.006672611,0.00086851,0.004776165,0.010206007,0.0029628102,0.012904182,0.004414189,0.0010057252,0.0022523685,0.028254325,0.005030233,0.056773834,0.0009801984,0.0008315862,0.0060270284,0.0071821124,0.06245993,0.0023578228,0.014004282,0.0048224195,0.0054948167,0.012997754,0.025536744,0.008008857,0.004196965,0.003279758,0.00285636,0.014687851,0.00048623676,0.0027720318,0.0034764658,0.0017450165,0.023281706,0.004840074,0.010816868,0.0032061138,0.036387537,0.07888948,0.0018597009,0.031697642,0.0019915374,0.00025665652,0.001224379,0.0022541983,0.0017621836,0.01161257,0.012422976,0.04921047,0.0011523485,0.0012022936,0.0062953276,0.0014318769,0.005335676,0.00039301693,0.0033428206,0.0021850492,0.018216291,0.0030491166,0.0018193638,0.018606577,0.013885919,0.045282606,0.002961943,0.013786184
251,0.020902641,0.029698541,0.014687253,0.0018821609,0.0018933109,0.0022351902,0.016887296,0.03460931,0.0016737214,0.015150379,0.004357724,0.0038367447,0.0024698512,0.014957672,0.0016512169,0.009462534,0.0016797318,0.0020282753,0.0044378997,0.00646462,0.0016032266,0.0025876735,0.007892118,0.0009028085,0.0009162127,0.022888657,0.048167672,0.004563986,0.025434544,0.008690277,0.001156022,0.0074622217,0.028732652,0.0045058317,0.0038373412,0.004124014,0.005265198,0.005866323,0.06219175,0.003130363,0.0060282764,0.0022045292,0.014773058,0.0028071164,0.0031660355,0.009694448,0.0039606877,0.00590153,0.00030329038,0.0014691364,0.01171657,0.015355432,0.0027387335,0.0018641984,0.0041625183,0.0026979255,0.0059389216,0.020281,0.009834658,0.0019503323,0.0030270882,0.0016154782,0.06781459,0.00037402264,0.0017949111,0.0017292225,0.032748252,0.0090620285,0.03371197,0.028014213,0.0052853823,0.01180258,0.0177377,0.023687407,0.0060184402,0.0081607,0.015656909,0.0038610082,0.0009876388,0.0033994594,0.016103363,0.0042617163,0.02098182,0.0037616806,0.0025483044,0.0025373872,0.00068315474,0.0076371105,0.005146231,0.009174328,0.025220113,0.005208345,0.0032213249,0.0045653637,0.0041373163,0.0026316396,0.003688378,0.028351044,0.0059190197
254,0.00067994895,0.0013224347,0.0023125154,0.004208021,0.0027703803,0.00043901138,0.0007365651,0.0066735432,0.0045939744,0.007152575,0.02177846,0.046348263,0.009359239,0.011308715,0.0022966757,0.00018873363,0.0009795859,0.0051703006,0.0007100714,0.0052136923,0.0017085195,0.19062367,0.00939017,0.0024377708,0.002316961,0.007342652,0.004286444,0.000512057,0.00636502,0.001763253,0.0059448276,0.005474038,0.018284284,0.0008730667,0.0017895076,0.001054962,0.0013631642,0.0037701745,0.0041686366,0.0016306392,0.008469192,0.038247194,0.00049185747,0.0064810375,0.02122844,0.0036443311,0.020336486,0.0004678632,0.003092431,0.008811783,0.0029511533,0.036401033,0.0028484804,0.028931877,0.00644149,0.002366616,0.04876252,0.015246062,0.0105303535,0.0032574395,0.007125821,0.007685805,0.0034176256,0.002232575,0.007005075,0.003339367,0.0018054987,0.017671295,0.005908509,0.008449178,0.004273587,0.004685494,0.0067158076,0.0009029719,0.015453581,0.0024334157,7.024406e-05,0.001247198,0.0016817418,0.0030914815,0.009603144,0.017333556,0.010236282,0.0018227231,0.002690207,0.004450619,0.0145876445,0.0012313905,0.0026626042,0.0028620136,0.00061430375,0.014883636,0.0007334224,0.0013602215,0.024675759,0.035326872,0.016855022,0.0005858408,0.05793832
255,0.040083766,0.0057463003,0.073930286,0.0042313472,0.0019722367,0.0015287363,0.005195678,0.00635107,0.0015309656,0.013650498,0.007608343,0.004765088,0.0037651064,0.015595848,0.00086232944,0.0035559016,0.00079729315,0.006245812,0.0033580894,0.0033660177,0.006603276,0.009327847,0.012125178,0.0016722444,0.0014343793,0.055879265,0.025006218,0.0012077031,0.02937774,0.0067302543,0.0008009184,0.017327856,0.030061048,0.0076663047,0.0036765842,0.0011801808,0.00503596,0.036116242,0.02287112,0.011097973,0.047870405,0.008844624,0.010032653,0.008229255,0.007400209,0.029208476,0.005553832,0.0021290379,0.00122702,0.0028400912,0.0051989607,0.04647646,0.00899416,0.009321268,0.0052663763,0.0026717205,0.007821337,0.024071122,0.0073845056,0.0056740334,0.016451482,0.0046963124,0.02421121,0.0007178345,0.0061427006,0.0069321576,0.0109481225,0.013826886,0.020091211,0.00909187,0.0033058915,0.017165244,0.009639055,0.016055917,0.002153589,0.004029359,0.0022335781,0.0012179422,0.00096862664,0.0025966472,0.0048702434,0.0073743295,0.009786025,0.0031243814,0.0033140413,0.0011399722,0.0015662378,0.0055388245,0.0028525402,0.0089473035,0.0039477656,0.0027975095,0.00065577764,0.0055085463,0.0018152555,0.002173677,0.012452411,0.0034952506,0.010609697
261,0.0029165798,0.0070839613,0.0037714618,0.008036747,0.005405098,0.0014052647,0.007905172,0.018761467,0.008184699,0.056799654,0.007280742,0.005732933,0.00249603,0.008501254,0.0032549214,0.0012843045,0.0029539308,0.001954768,0.0011606715,0.022615,0.00068753934,0.010167353,0.027619042,0.0025540977,0.0007371945,0.020669373,0.026594538,0.0005178053,0.011505557,0.0022592414,0.0018814681,0.005303621,0.025693975,0.0011306134,0.0057346704,0.0019964564,0.003303957,0.0067215427,0.018596947,0.0035450356,0.0038460717,0.009466045,0.0016366647,0.010251665,0.012213481,0.011096707,0.0052988986,0.0020634,0.00037086394,0.00909786,0.013079579,0.010227068,0.003251714,0.025763826,0.013588569,0.0034273216,0.013804712,0.03222813,0.03380435,0.0023486894,0.005005212,0.008154185,0.01823474,0.0015365031,0.003740354,0.001553513,0.013432623,0.019707933,0.018515341,0.017118827,0.0172875,0.010173932,0.012182137,0.0030730853,0.049313813,0.006358242,0.0012084016,0.0020964416,0.0026192444,0.0066790455,0.04174122,0.012315672,0.01288744,0.0098576285,0.0020228995,0.007056685,0.0023960327,0.00394424,0.0012156253,0.008308938,0.0018963633,0.008432799,0.0048396643,0.0016351729,0.014236633,0.031410407,0.0069059343,0.007283721,0.032031603
264,0.0026906505,0.016137633,0.003230625,0.008413774,0.010583147,0.0019481794,0.008594019,0.018869165,0.01508104,0.06762321,0.0042749876,0.0029297862,0.0017841753,0.0060321046,0.005633498,0.0014585274,0.0035798734,0.0018613741,0.0015110344,0.017679758,0.0008718824,0.006174239,0.02649703,0.002502896,0.00073159224,0.017528854,0.03163841,0.0005125513,0.010064322,0.004236893,0.0023132302,0.005288658,0.01984238,0.001248852,0.0065339035,0.0032018735,0.0067766965,0.0083635235,0.020635024,0.0031904292,0.002765956,0.006128747,0.0025861417,0.008929001,0.008847378,0.007993397,0.00424363,0.0027922317,0.00025607995,0.0060782423,0.013992695,0.007872862,0.0038650732,0.019583082,0.007079924,0.003939366,0.0072491295,0.035949588,0.025925739,0.0017957967,0.0030659896,0.0055854805,0.016429044,0.0023398383,0.00444353,0.0013532735,0.007937402,0.012485164,0.029052684,0.01836711,0.028520701,0.00956576,0.009387853,0.0037150234,0.038460948,0.009534321,0.001341005,0.0025106543,0.0031151457,0.008604777,0.078470804,0.010112484,0.012074455,0.009157305,0.0013433595,0.0066856905,0.0017253644,0.0057654656,0.0009689906,0.005196734,0.00282862,0.007936018,0.005828116,0.0016096894,0.013972043,0.020620642,0.006873499,0.016344259,0.020726845
266,0.009665343,0.012114021,0.02839154,0.0024039194,0.002531803,0.0025799023,0.0057095205,0.008394254,0.0024746691,0.012862658,0.012819513,0.005505026,0.014344147,0.034427714,0.0015731376,0.0011707346,0.0008586083,0.008903744,0.0040351306,0.0050040837,0.005643673,0.031526405,0.0105722435,0.0017488681,0.002612761,0.050768502,0.009345221,0.0019797594,0.027135016,0.008879395,0.0016657221,0.0223864,0.028878905,0.0020938544,0.0025421474,0.0017079487,0.0029585348,0.008733265,0.040044762,0.0044741016,0.031628996,0.007197621,0.00828724,0.00787124,0.016660124,0.018161766,0.0053565516,0.001701076,0.0012831116,0.003838967,0.007701529,0.050022945,0.0126947705,0.01167918,0.010392937,0.0021514292,0.006231286,0.017212473,0.012354186,0.005374662,0.00984513,0.0056135245,0.02775041,0.0008282594,0.005601466,0.0069070677,0.022074522,0.010957656,0.02190699,0.026572919,0.0054657706,0.0065254834,0.010769982,0.016326416,0.005060871,0.0037324703,0.00082592695,0.001675641,0.0018205919,0.0033707293,0.008155784,0.013889153,0.013982011,0.0016613774,0.0027785117,0.0015707817,0.0017601965,0.0026478013,0.0031530967,0.0048039816,0.002650633,0.006579775,0.0007054695,0.009426674,0.0051914854,0.00918271,0.017714676,0.0034360678,0.017808938
271,0.001771399,0.0064847786,0.00747781,0.0022708857,0.0020301233,0.0016135711,0.003370783,0.006971403,0.0025585347,0.0074059204,0.01723552,0.01278016,0.034734435,0.055567633,0.0021187267,0.00033471806,0.0007015982,0.008360744,0.0045902524,0.0046363655,0.0061066938,0.13460514,0.0050185258,0.0032371962,0.0022273418,0.034137238,0.0030664925,0.0023727403,0.0150032835,0.0043858546,0.0035275896,0.0173335,0.02979153,0.0007468434,0.0014377399,0.0014839269,0.0015420932,0.00411097,0.022667507,0.0017155126,0.018171556,0.017768018,0.0025683912,0.0065849787,0.022879303,0.0071757934,0.0062872157,0.00093549455,0.001956798,0.0043568467,0.0039236112,0.041495726,0.013996646,0.016597621,0.012123235,0.002214701,0.008358827,0.01018947,0.011762009,0.0032288253,0.0075974064,0.0050589237,0.010090226,0.0013141186,0.004085657,0.005761748,0.011915393,0.0082526775,0.015764685,0.031049589,0.0038617067,0.0026642657,0.006952408,0.007389521,0.005588356,0.0032526064,0.00021635015,0.0012923522,0.001632529,0.0024419571,0.008825993,0.022722753,0.013283232,0.0013179986,0.0029803514,0.0018694062,0.0045840237,0.00096697256,0.0056549255,0.0030660033,0.0011084487,0.012024707,0.00064357126,0.004855267,0.01695059,0.027637517,0.017184887,0.0014134649,0.026619272
272,0.0024107466,0.0036029662,0.0038438013,0.014589999,0.0066236337,0.0012762004,0.0020225882,0.0036434347,0.008436204,0.039006814,0.0066280523,0.0036596067,0.0029229594,0.0068139215,0.0040089567,0.00052164326,0.0033343248,0.0029400433,0.0020975654,0.010043561,0.0010731922,0.018708583,0.02518777,0.0026576286,0.0016012071,0.031552788,0.024345137,0.00044069366,0.007881502,0.0025843042,0.0019748749,0.0096662305,0.009920378,0.0011079777,0.0058037746,0.001232388,0.002360054,0.011199756,0.0069496194,0.0056376425,0.01544861,0.017142273,0.0015542307,0.032040197,0.017731719,0.014860355,0.006947358,0.0010654078,0.0008032202,0.019457072,0.0076756305,0.015099514,0.0074559795,0.12706015,0.010532056,0.0035515092,0.013628122,0.019353092,0.02428773,0.004112183,0.016665574,0.006868662,0.006093047,0.0045619113,0.006658342,0.0034644934,0.0025328356,0.01916173,0.009175615,0.0047366815,0.015516531,0.012884329,0.008676377,0.0018882563,0.01939923,0.005478757,0.00039171238,0.0016257145,0.005246361,0.0060117664,0.023666477,0.012160324,0.0057398905,0.011082293,0.0043135686,0.0037075374,0.0024994293,0.0045570643,0.00056928984,0.007169103,0.0005954479,0.008039478,0.0027386528,0.0008014419,0.0060525383,0.03268522,0.015774313,0.0027728728,0.037918277
274,0.01954307,0.023028027,0.030687181,0.0033727202,0.0037194612,0.005830465,0.01191847,0.0030030103,0.0040371353,0.008774783,0.0053397967,0.0020323973,0.00660277,0.008859553,0.0018780481,0.0020896927,0.0024003147,0.010726018,0.0022653071,0.0035483264,0.0033550167,0.0054393234,0.047186587,0.001648037,0.010729562,0.010113426,0.02784992,0.003030225,0.017018009,0.0094888,0.0007839555,0.013088981,0.017801741,0.0068313093,0.0072050365,0.0022221988,0.006401554,0.0061427937,0.05300232,0.0122893285,0.016860858,0.0022259054,0.06820471,0.012843673,0.0046221665,0.018187623,0.004779162,0.0076834536,0.002165662,0.0022696012,0.014482709,0.036345545,0.0062940503,0.0035821835,0.002413252,0.0047155186,0.002499958,0.015068554,0.013053337,0.0117289135,0.005926414,0.0046767956,0.021502081,0.0024808657,0.0039274325,0.002938454,0.01944018,0.01189426,0.02919537,0.018897306,0.014102962,0.005358715,0.0072466563,0.012498265,0.0036384785,0.009713486,0.0054072323,0.0061607463,0.007020501,0.027732074,0.00853725,0.0040644216,0.008378359,0.0013923774,0.0036134454,0.0031781637,0.0011291882,0.009052382,0.0026877506,0.00991336,0.0071207606,0.0028934407,0.0028627072,0.012732939,0.0016266742,0.0038688495,0.008589896,0.009480975,0.007807331
276,0.007321193,0.020374278,0.004327481,0.0018120584,0.0015104383,0.00096623984,0.0062170103,0.026297292,0.0024045443,0.03522321,0.0013470775,0.0018033722,0.00070712995,0.0031570566,0.005332225,0.005663799,0.0005443321,0.002260483,0.005804901,0.0036269848,0.00035321093,0.0017121189,0.008799424,0.00047175318,0.00031618294,0.037304465,0.069387145,0.0024361992,0.012011812,0.0074985935,0.0009859679,0.0044968086,0.021313284,0.0013350244,0.0033596132,0.0031856298,0.0034169713,0.018450225,0.021233598,0.0017431873,0.008817971,0.0019724455,0.0059579145,0.0019842999,0.0014585599,0.012587424,0.0023049957,0.0028598015,0.0001094759,0.0020667948,0.0053263903,0.015355954,0.002846412,0.0024964754,0.0022068673,0.0038345996,0.0022883953,0.034386277,0.0041535846,0.00051917206,0.0019436135,0.0010225362,0.061691634,0.0002570522,0.00074047805,0.0012063828,0.009986015,0.014267637,0.020228775,0.014133465,0.0028438165,0.009683441,0.020989357,0.019452251,0.0029679788,0.019287037,0.0036904118,0.0017177803,0.0015826155,0.001953631,0.030954823,0.0061319084,0.027584996,0.0052951965,0.0009409814,0.0021583692,0.00016153234,0.009203714,0.0006155859,0.005545616,0.0037551646,0.004425882,0.0030768085,0.0009177238,0.006184811,0.0021075706,0.004814059,0.2032453,0.0031879914
277,0.0059090075,0.0076051787,0.009522802,0.0025211722,0.002045209,0.0009382721,0.004388893,0.009574538,0.0022905113,0.029511372,0.012445331,0.0094849365,0.0070632068,0.018811457,0.005245438,0.0011792572,0.0006810222,0.015245168,0.003015394,0.0029434043,0.0012652577,0.020885568,0.022324478,0.0007286574,0.0021955469,0.039673794,0.0150275575,0.0018676039,0.010417627,0.0065487865,0.001551388,0.010202282,0.016654503,0.0023818277,0.0027470693,0.0018427167,0.0015342499,0.008885351,0.024576684,0.0043762056,0.042195015,0.0049480917,0.0047129374,0.0052006287,0.013725542,0.0135867875,0.014331357,0.0013127215,0.0008393885,0.005476175,0.0048112357,0.11742537,0.0052434774,0.008424548,0.005889459,0.0062999814,0.007936037,0.027934412,0.008029235,0.0031025289,0.006675964,0.0029147312,0.027366467,0.0006324446,0.0020683466,0.006066969,0.008193135,0.024146853,0.015578544,0.017625295,0.0036195593,0.01881101,0.038918976,0.006616606,0.008652993,0.0077298013,0.00041389719,0.001575703,0.0017953414,0.0030577322,0.012412692,0.010971651,0.028998697,0.0015673648,0.002702476,0.0036749614,0.0008783534,0.0041240985,0.0009342674,0.0069716116,0.0022703218,0.012225922,0.0019634715,0.0032852923,0.0087822545,0.00916169,0.018112298,0.0064953202,0.0144731905
279,0.004915775,0.0053939396,0.00804168,0.003363229,0.004051185,0.0017578015,0.0025784553,0.015819883,0.0056391787,0.04383958,0.003633585,0.0044196397,0.0018912769,0.0060978043,0.0014955106,0.0012240588,0.0008891008,0.002628637,0.004477056,0.0066671367,0.0014026538,0.01540692,0.0083901845,0.002638008,0.00027173653,0.11220658,0.02086315,0.0007422196,0.028623989,0.0032758573,0.0017315351,0.023343138,0.03491592,0.00085922464,0.004857924,0.0011025006,0.0021298595,0.029999908,0.017867839,0.002354004,0.026601,0.025594356,0.0012502325,0.0063164253,0.01563639,0.030213859,0.0032704105,0.00053914165,0.00031653274,0.006591585,0.010643087,0.009365475,0.009828707,0.0413717,0.033856526,0.0024850115,0.005035401,0.01707983,0.01613414,0.0017100397,0.010026315,0.008864584,0.01603949,0.0007112104,0.0045401817,0.0030134108,0.009450082,0.037019134,0.007763975,0.015466866,0.004806776,0.008859688,0.009276167,0.0058321157,0.006125852,0.0025214923,0.0011434122,0.0008357854,0.0015493281,0.0010146875,0.012645874,0.028218534,0.017623287,0.010677469,0.0015173183,0.0010941228,0.0007917553,0.002197611,0.0011387301,0.00696598,0.0007478947,0.0038304846,0.00068079703,0.001226056,0.004777386,0.014136519,0.014320497,0.0074915914,0.009409994
